Fecha,Tipo,Color,Material,Cantidad
2024-11,Catre de internación,Blanco,Metal,2
2024-11,Silla estática con brazo,Gris,Melamina,1
2024-11,Casillero de dos puertas,Azul,Metal,1
2024-11,Negtoscopio,Negro,Melamina,2
2024-11,Silla estática,Blanco,Metal,1
2024-11,Casillero de 1 cuerpo y 4 puertas,Rojo,Melamina,1
2024-11,Silla mesedora,Negro,Metal,1
2024-11,Alacena con pedestal,Azul,Melamina,1
2024-11,Escritorio secretarial de cuatro cajas con chapa clave,Negro,Metal,1
2024-11,Silla estática,Gris,Metal,1
2024-11,Casillero de 12 puertas,Negro,Melamina,1
2024-11,Broastera simple,Blanco,Metal,2
2024-11,Archivador de Chapas Individuales,Rojo,Melamina,1
2024-11,Archivero,Azul,Metal,1
2024-11,Estante para farmacia de dos cuerpos,Rojo,Melamina,1
2024-11,Mesa de curación,Negro,Metal,1
2024-11,Silla estática con brazo,Gris,Melamina,1
2024-11,Gabetero de 5 cajas,Blanco,Metal,1
2024-11,Alacena con pedestal,Blanco,Melamina,1
2024-11,Casillero de 20 puertas,Azul,Metal,1
2024-11,Mostrador para librería,Negro,Melamina,1
2024-11,Casillero de 2 puertas,Blanco,Metal,1
2024-11,Catre de internación,Azul,Melamina,1
2024-11,Camilla de ginecología,Negro,Metal,1
2024-11,Gabinete de dos cuerpos,Gris,Melamina,2
2024-11,Camillas para masajes,Rojo,Metal,1
2024-11,Gabetero de 2 cajas sin chapa,Negro,Melamina,1
2024-11,Camillas para masajes,Rojo,Metal,1
2024-11,Casillero de dos puertas,Gris,Melamina,1
2024-11,Alacena con pedestal,Negro,Metal,1
2024-11,Armario de dos cuerpos,Azul,Melamina,1
2024-11,Silla estática con brazo,Negro,Metal,1
2024-11,Mostrador para librería,Rojo,Melamina,1
2024-11,Casillero de 12 puertas,Gris,Metal,1
2024-11,Mesa de instrumentación,Azul,Melamina,1
2024-11,Casillero de 15 puertas,Blanco,Melamina,1
2024-11,Camillas para masajes,Azul,Metal,1
2024-11,Casillero de 6 puertas,Negro,Melamina,1
2024-11,Velador clínico,Negro,Metal,1
2024-11,Gabetero de 5 cajas,Azul,Metal,1
2024-11,Casillero de 12 puertas,Blanco,Melamina,1
2024-11,Alacena con pedestal,Gris,Metal,1
2024-11,Cocina industrial de dos quemadores,Negro,Melamina,1
2024-11,Estante mostrador,Azul,Metal,2
2024-11,Silla giratoria,Blanco,Melamina,1
2024-11,Casillero de 2 puertas,Gris,Metal,1
2024-11,Mesa de instrumentación,Negro,Melamina,3
2024-11,Casillero de 9 puertas,Blanco,Metal,1
2024-11,Gabetero de 3 cajas,Negro,Melamina,1
2024-11,Silla estática,Gris,Metal,1
2024-11,Biombo,Azul,Melamina,1
2024-11,Estante de puertas corredizas,Blanco,Metal,1
2024-11,Mesa de curación,Rojo,Melamina,1
2024-11,Mesa de instrumentación,Blanco,Metal,2
2024-11,Camilla con Barillas,Negro,Melamina,1
2024-11,Estante para farmacia,Rojo,Metal,1
2024-11,Estante Archivador,Azul,Melamina,1
2024-11,Mostrador para librería,Azul,Metal,1
2024-11,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,2
2024-11,Pedestal porta sueros,Rojo,Metal,1
2024-11,Góndolas para supermercados,Blanco,Melamina,1
2024-11,Casillero de 6 puertas,Gris,Metal,1
2024-11,Camilla con Barillas,Blanco,Melamina,1
2024-11,Casillero de 12 puertas,Negro,Metal,1
2024-11,Gabetero de 3 cajas,Blanco,Metal,1
2024-11,Casillero de 1 cuerpo y 1 puerta,Azul,Melamina,1
2024-11,Estante Archivador,Negro,Metal,1
2024-11,Camilla de ginecología,Gris,Melamina,1
2024-11,Gabetero de 4 cajas,Rojo,Metal,1
2024-11,Mesa de curación,Gris,Melamina,3
2024-11,Casillero de 1 cuerpo y 1 puerta,Azul,Metal,1
2024-11,Mesa de curación,Gris,Melamina,1
2024-11,Pedestal porta sueros,Negro,Metal,1
2024-11,Gabetero de 2 cajas sin chapa,Azul,Metal,1
2024-11,Gabetero con chapa independiente,Negro,Melamina,1
2024-11,Cocina industrial de dos quemadores,Rojo,Metal,1
2024-11,Horno semi-industrial,Blanco,Melamina,1
2024-11,Camilla de ginecología,Rojo,Metal,1
2024-11,Archivero,Negro,Melamina,1
2024-11,Camilla de examen con espaldar movible,Gris,Metal,1
2024-11,Escritorio ejecutivo de siete cajas,Rojo,Melamina,1
2024-11,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,1
2024-11,Mostrador para librería,Azul,Melamina,1
2024-11,Horno domestico,Blanco,Metal,1
2024-11,Catre de internación,Azul,Melamina,1
2024-11,Gabetero de 3 cajas,Blanco,Metal,1
2024-11,Cocina industrial de dos quemadores,Azul,Melamina,1
2024-11,Estante de puertas corredizas,Blanco,Metal,2
2024-11,Estanteria tipo vitrin,Rojo,Melamina,1
2024-11,Gabetero con chapa independiente,Azul,Metal,1
2024-11,Mesa de curación,Negro,Melamina,1
2024-11,Archivero,Gris,Metal,1
2024-11,Negtoscopio,Rojo,Melamina,1
2024-11,Casillero de 9 puertas,Azul,Metal,1
2024-11,Mesa de instrumentación,Rojo,Melamina,3
2024-11,Gabetero de 2 cajas con chapa adicional,Negro,Metal,1
2024-11,Mesa de instrumentación,Rojo,Melamina,1
2024-11,Casillero de 9 puertas,Negro,Metal,1
2024-11,Lámpara de cuello ganzo,Gris,Melamina,1
2024-11,Silla de espera,Negro,Metal,1
2024-11,Camilla de examen,Rojo,Melamina,1
2024-11,Casillero de 6 puertas,Gris,Metal,1
2024-11,Lámpara de cuello ganzo,Blanco,Melamina,1
2024-11,Estante para farmacia de dos cuerpos,Negro,Metal,2
2024-11,Estante de puertas corredizas,Gris,Melamina,1
2024-11,Lámpara de cuello ganzo,Azul,Melamina,1
2024-11,Camilla tipo escritorio,Blanco,Metal,3
2024-11,Armario de dos cuerpos,Azul,Melamina,1
2024-11,Escritorio secretarial de cuatro cajas con chapa clave,Blanco,Metal,1
2024-11,Negtoscopio,Gris,Melamina,1
2024-11,Horno domestico,Azul,Metal,1
2024-11,Silla giratoria,Gris,Melamina,1
2024-11,Camilla tipo escritorio,Negro,Metal,1
2024-11,Casillero de 20 puertas,Gris,Melamina,1
2024-11,Casillero de 1 cuerpo y 1 puerta,Blanco,Metal,1
2024-11,Catre de internación,Azul,Melamina,1
2024-11,Gabetero de 2 cajas sin chapa,Negro,Metal,1
2024-11,Mesa de trabajo,Blanco,Melamina,1
2024-11,Estante Archivador,Negro,Metal,2
2024-11,Estanteria tipo vitrin,Gris,Melamina,1
2024-11,Credenza,Azul,Metal,1
2024-11,Mesa de instrumentación,Rojo,Melamina,1
2024-11,Casillero de 15 puertas,Blanco,Metal,1
2024-11,Estante para farmacia de dos cuerpos,Rojo,Melamina,1
2024-11,Horno semi-industrial,Azul,Metal,1
2024-11,Velador clínico,Blanco,Melamina,1
2024-11,Alacena con pedestal,Negro,Metal,1
2024-11,Casillero de 15 puertas,Rojo,Melamina,1
2024-11,Estante para farmacia de dos cuerpos,Azul,Melamina,1
2024-11,Mesa de curación,Gris,Metal,1
2024-11,Silla de peluquería,Rojo,Melamina,1
2024-11,Estanteria tipo vitrin,Blanco,Metal,1
2024-11,Gabetero con chapa independiente,Rojo,Melamina,1
2024-11,Casillero de 20 puertas,Gris,Metal,1
2024-11,Estante Archivador,Negro,Melamina,1
2024-11,Camillas para masajes,Blanco,Metal,1
2024-11,Gabinete de dos cuerpos,Gris,Melamina,1
2024-11,Estante Archivador,Azul,Metal,1
2024-11,Silla estática,Negro,Melamina,1
2024-11,Camilla de ginecología,Gris,Metal,1
2024-11,Vitrina para farmacia,Negro,Melamina,1
2024-11,Catre de internación,Rojo,Metal,2
2024-11,Horno domestico,Gris,Melamina,1
2024-11,Lámpara de cuello ganzo,Blanco,Metal,1
2024-11,Silla giratoria,Azul,Melamina,1
2024-11,Taburete médico,Blanco,Metal,1
2024-11,Escritorio ejecutivo de siete cajas,Negro,Melamina,2
2024-11,Vitrina para farmacia,Blanco,Metal,1
2024-11,Silla de peluquería,Negro,Melamina,1
2024-11,Estante mostrador,Blanco,Metal,2
2024-11,Vitrina doble chapa,Azul,Melamina,1
2024-11,Silla de espera,Negro,Metal,1
2024-11,Casillero de 2 puertas,Rojo,Melamina,1
2024-11,Vitrina de puertas corredizas,Gris,Metal,1
2024-11,Pedestal porta sueros,Negro,Melamina,1
2024-11,Vitrina para farmacia,Gris,Metal,1
2024-11,Camilla tipo escritorio,Rojo,Melamina,1
2024-11,Casillero de 12 puertas,Gris,Metal,1
2024-11,Casillero de 15 puertas,Azul,Melamina,1
2024-11,Camilla tipo escritorio,Rojo,Metal,1
